time_s,phase_deg,amp_10bit
0.07921875,64.6875,16
0.087734375,217.96875,26
0.08875,237.65625,44
0.100234375,82.96875,258
0.106484375,195.46875,28
0.107109375,208.125,15
0.1078125,220.78125,22
0.10796875,222.1875,11
0.10875,236.25,25
0.109296875,247.5,10
0.11875,57.65625,33
0.119921875,77.34375,12
0.128203125,226.40625,28
0.12859375,234.84375,14
0.129296875,247.5,26
0.1425,123.75,130
0.1475,215.15625,32
0.14890625,239.0625,21
0.158515625,52.03125,11
0.159375,67.5,40
0.161171875,99.84375,14
0.167890625,220.78125,24
0.168203125,226.40625,11
0.168984375,241.875,32
0.179765625,74.53125,201
0.186640625,198.28125,20
0.18796875,222.1875,23
0.188203125,226.40625,13
0.189140625,241.875,29
0.198359375,49.21875,18
0.198984375,60.46875,26
0.199296875,66.09375,17
0.208515625,230.625,42
0.21984375,74.53125,161
0.226796875,199.6875,16
0.22796875,220.78125,29
0.22859375,232.03125,21
0.23984375,74.53125,180
0.24765625,216.5625,115
0.2490625,241.875,13
0.258828125,57.65625,13
0.25921875,64.6875,29
0.268671875,233.4375,61
0.27890625,57.65625,12
0.27953125,68.90625,22
0.279765625,73.125,27
0.288046875,222.1875,13
0.288203125,225,30
0.28890625,239.0625,18
0.289296875,244.6875,11
0.299375,66.09375,134
0.3075,212.34375,40
0.308671875,233.4375,16
0.308984375,239.0625,19
0.318828125,56.25,40
0.31953125,68.90625,21
0.328984375,239.0625,150
0.33796875,40.78125,30
0.33921875,64.6875,44
0.339296875,64.6875,29
0.339609375,70.3125,22
0.3496875,251.71875,19
0.359296875,66.09375,14
0.360390625,84.375,12
0.368125,223.59375,32
0.36890625,239.0625,10
0.378671875,54.84375,36
0.379296875,64.6875,19
0.380078125,78.75,12
0.388203125,225,28
0.38953125,248.90625,38
0.39875,54.84375,64
0.399609375,70.3125,15
0.4,77.34375,16
0.409765625,253.125,37
0.418515625,52.03125,18
0.41875,54.84375,11
0.42078125,92.8125,18
0.42890625,237.65625,12
0.429140625,241.875,20
0.438671875,53.4375,27
0.439453125,67.5,58
0.448125,223.59375,40
0.46015625,78.75,216
0.46703125,202.5,57
0.46828125,226.40625,25
0.468984375,239.0625,16
0.4690625,239.0625,13
0.479375,64.6875,115
0.48796875,220.78125,41
0.48890625,237.65625,12
0.489296875,243.28125,20
0.498671875,52.03125,33
0.49921875,63.28125,17
0.49953125,68.90625,30
0.500234375,80.15625,24
0.508203125,225,59
0.5090625,239.0625,16
0.510390625,264.375,14
0.518671875,53.4375,27
0.519140625,61.875,10
0.52,75.9375,15
0.528046875,222.1875,23
0.5290625,239.0625,46
0.53984375,74.53125,186
0.547265625,208.125,51
0.54859375,230.625,13
0.54875,234.84375,22
0.559453125,67.5,152
0.56828125,226.40625,107
0.5696875,251.71875,18
0.570078125,257.34375,10
0.578359375,46.40625,24
0.58,75.9375,12
0.58875,233.4375,60
0.590625,268.59375,18
0.598984375,57.65625,11
0.5996875,70.3125,21
0.6,75.9375,22
0.6078125,216.5625,13
0.608359375,227.8125,11
0.60859375,230.625,22
0.609140625,240.46875,15
0.609296875,243.28125,11
0.61890625,56.25,44
0.619765625,71.71875,13
0.620390625,82.96875,29
0.62796875,219.375,10
0.628671875,232.03125,12
0.62875,233.4375,12
0.629296875,243.28125,14
0.639296875,63.28125,110
0.64734375,208.125,10
0.64859375,230.625,43
0.64953125,247.5,10
0.650703125,268.59375,15
0.65890625,56.25,22
0.65921875,63.28125,33
0.6603125,81.5625,17
0.668125,222.1875,42
0.6690625,239.0625,14
0.669921875,254.53125,16
0.679921875,74.53125,25
0.68046875,84.375,11
0.688203125,223.59375,20
0.6890625,239.0625,57
0.699765625,71.71875,183
0.706875,199.6875,18
0.708046875,220.78125,26
0.7090625,239.0625,12
0.70953125,247.5,15
0.709921875,254.53125,10
0.719609375,68.90625,10
0.720078125,75.9375,16
0.7209375,92.8125,23
0.72859375,230.625,58
0.729609375,248.90625,17
0.739296875,61.875,100
0.749375,243.28125,201
0.758828125,53.4375,145
0.760546875,84.375,10
0.760859375,91.40625,11
0.7675,209.53125,22
0.768046875,219.375,22
0.768203125,223.59375,10
0.768359375,226.40625,14
0.7690625,237.65625,11
0.769609375,247.5,21
0.77953125,66.09375,103
0.7875,210.9375,26
0.788125,220.78125,12
0.78859375,229.21875,16
0.799453125,64.6875,115
0.80765625,213.75,39
0.80875,232.03125,12
0.809375,243.28125,38
0.819296875,61.875,24
0.82859375,229.21875,59
0.838828125,53.4375,35
0.83953125,66.09375,14
0.84015625,77.34375,15
0.848515625,227.8125,41
0.859765625,68.90625,160
0.86734375,206.71875,42
0.868984375,234.84375,12
0.878828125,53.4375,26
0.879609375,67.5,16
0.879765625,70.3125,20
0.88828125,223.59375,15
0.8890625,237.65625,16
0.889296875,241.875,10
0.898828125,52.03125,20
0.9,74.53125,59
0.90796875,217.96875,23
0.908671875,230.625,22
0.90953125,246.09375,25
0.910234375,257.34375,13
0.91890625,53.4375,29
0.919609375,66.09375,22
0.92828125,223.59375,26
0.928671875,230.625,12
0.929375,243.28125,15
0.93015625,257.34375,11
0.931171875,275.625,11
0.93921875,59.0625,52
0.94015625,75.9375,18
0.94828125,223.59375,27
0.948828125,233.4375,28
0.949765625,248.90625,22
0.959765625,68.90625,170
0.96796875,217.96875,97
0.969921875,253.125,14
0.97015625,257.34375,16
0.979296875,61.875,115
0.9878125,213.75,35
0.98890625,234.84375,10
0.988984375,234.84375,11
0.989296875,240.46875,14
0.999609375,67.5,112
1.00734375,206.71875,17
1.0084375,226.40625,12
1.00890625,234.84375,35
1.009375,243.28125,10
1.01921875,60.46875,56
1.020703125,85.78125,11
1.028359375,223.59375,59
1.029375,241.875,17
1.039765625,68.90625,152
1.04828125,222.1875,94
1.049375,241.875,13
1.049921875,251.71875,14
1.058984375,54.84375,65
1.06,73.125,32
1.060234375,77.34375,19
1.06109375,91.40625,10
1.068125,219.375,44
1.0696875,247.5,13
1.069765625,248.90625,16
1.080546875,82.96875,247
1.087890625,215.15625,49
1.08890625,233.4375,10
1.099296875,60.46875,18
1.10078125,87.1875,11
1.120390625,80.15625,241
1.127578125,209.53125,24
1.127890625,215.15625,23
1.12859375,226.40625,17
1.129609375,244.6875,12
1.140234375,77.34375,194
1.1471875,202.5,33
1.14828125,220.78125,27
1.160546875,81.5625,213
1.167109375,199.6875,19
1.1678125,212.34375,11
1.16796875,215.15625,22
1.168203125,220.78125,23
1.168828125,230.625,11
1.1796875,66.09375,101
1.18796875,215.15625,33
1.188984375,234.84375,13
1.189140625,236.25,18
1.19,251.71875,19
1.19890625,52.03125,32
1.19953125,64.6875,21
1.19984375,68.90625,12
1.20015625,74.53125,13
1.208203125,219.375,22
1.209140625,237.65625,26
1.21921875,57.65625,31
1.22015625,75.9375,18
1.228671875,229.21875,57
1.23890625,52.03125,28
1.2396875,67.5,14
1.240703125,84.375,10
1.248671875,227.8125,39
1.249921875,250.3125,10
1.2596875,67.5,133
1.2684375,223.59375,94
1.269453125,241.875,15
1.278984375,53.4375,35
1.2796875,66.09375,17
1.280078125,73.125,12
1.28828125,220.78125,37
1.289140625,236.25,20
1.28921875,237.65625,20
1.29,251.71875,18
1.29890625,52.03125,10
1.3003125,77.34375,195
1.307265625,201.09375,28
1.3084375,222.1875,20
1.30890625,232.03125,19
1.309453125,241.875,14
1.31015625,253.125,11
1.3196875,66.09375,104
1.328515625,225,12
1.32921875,237.65625,34
1.329609375,244.6875,23
1.3396875,66.09375,120
1.348671875,227.8125,110
1.36125,94.21875,252
1.36640625,185.625,12
1.367265625,201.09375,12
1.368046875,215.15625,60
1.381171875,91.40625,213
1.387265625,201.09375,18
1.388125,216.5625,11
1.388984375,233.4375,35
1.38953125,243.28125,12
1.399765625,66.09375,16
1.40015625,73.125,10
1.4090625,233.4375,41
1.410546875,260.15625,17
1.4203125,77.34375,232
1.427109375,198.28125,24
1.42796875,213.75,12
1.428515625,223.59375,40
1.429375,239.0625,15
1.439609375,63.28125,72
1.448671875,226.40625,64
1.459140625,54.84375,43
1.459765625,66.09375,11
1.46046875,78.75,49
1.468046875,215.15625,17
1.468828125,229.21875,22
1.46921875,236.25,28
1.479375,57.65625,45
1.480390625,77.34375,10
1.488515625,223.59375,25
1.489453125,240.46875,12
1.499609375,61.875,27
1.500546875,80.15625,12
1.509609375,243.28125,162
1.518671875,46.40625,69
1.5209375,87.1875,13
1.528671875,225,32
1.52953125,241.875,15
1.540859375,84.375,15
1.54875,227.8125,67
1.55,248.90625,25
1.559453125,59.0625,67
1.5609375,87.1875,26
1.567734375,209.53125,12
1.56828125,219.375,26
1.569140625,234.84375,13
1.569609375,243.28125,13
1.570234375,253.125,12
1.5803125,75.9375,186
1.588046875,213.75,82
1.600390625,75.9375,192
1.6075,203.90625,47
1.608984375,230.625,13
1.619375,57.65625,42
1.630234375,251.71875,18
1.63109375,267.1875,10
1.640625,80.15625,258
1.64671875,189.84375,10
1.647578125,205.3125,28
1.648125,215.15625,31
1.64875,226.40625,13
1.64953125,240.46875,36
1.66,68.90625,127
1.668515625,222.1875,81
1.67109375,268.59375,10
1.67984375,64.6875,129
1.68828125,217.96875,65
1.689296875,234.84375,12
1.69,248.90625,13
1.690625,258.75,13
1.69890625,49.21875,17
1.69953125,60.46875,23
1.70015625,70.3125,10
1.709609375,240.46875,113
1.719375,56.25,97
1.72828125,216.5625,46
1.72921875,234.84375,13
1.729609375,240.46875,21
1.740078125,68.90625,150
1.74734375,201.09375,16
1.7484375,220.78125,15
1.748515625,220.78125,19
1.7496875,243.28125,43
1.759296875,54.84375,30
1.75984375,64.6875,17
1.76015625,71.71875,15
1.76859375,222.1875,31
1.769453125,237.65625,17
1.769921875,247.5,27
1.780703125,80.15625,235
1.788046875,212.34375,124
1.79015625,250.3125,14
1.7903125,253.125,15
1.7990625,50.625,31
1.7996875,61.875,29
1.80015625,70.3125,28
1.80859375,222.1875,22
1.809296875,236.25,18
1.809921875,246.09375,10
1.81984375,64.6875,48
1.820703125,80.15625,15
1.828359375,217.96875,11
1.829609375,240.46875,100
1.83859375,42.1875,25
1.839296875,54.84375,19
1.8396875,61.875,26
1.848984375,229.21875,45
1.850078125,248.90625,13
1.85984375,64.6875,82
1.868515625,219.375,51
1.869140625,232.03125,13
1.870390625,254.53125,57
1.878359375,36.5625,14
1.879765625,61.875,78
1.888125,213.75,18
1.889375,236.25,15
1.89921875,53.4375,28
1.9,67.5,14
1.900625,78.75,10
1.909140625,230.625,69
1.909609375,240.46875,17
1.92,66.09375,141
1.928125,212.34375,45
1.928828125,225,13
1.929765625,241.875,20
1.939296875,53.4375,13
1.941171875,87.1875,37
1.948828125,225,30
1.949765625,241.875,14
1.960546875,75.9375,11
1.9684375,217.96875,12
1.969375,234.84375,22
1.969453125,236.25,31
1.979453125,56.25,44
1.98015625,68.90625,17
1.98921875,232.03125,77
2.000078125,67.5,150
2.008515625,219.375,98
2.009453125,237.65625,10
2.020234375,71.71875,152
2.0278125,206.71875,44
2.029296875,233.4375,16
2.029609375,239.0625,20
2.041640625,95.625,260
2.047265625,196.875,41
2.048125,212.34375,24
2.0490625,229.21875,12
2.049921875,244.6875,11
2.050234375,250.3125,13
2.060078125,67.5,16
2.070078125,247.5,11
2.079765625,60.46875,25
2.080703125,77.34375,14
2.08890625,226.40625,20
2.090625,255.9375,11
2.1,64.6875,14
2.10171875,95.625,11
2.10890625,225,25
2.109609375,237.65625,11
2.119765625,61.875,93
2.12875,222.1875,38
2.129921875,243.28125,31
2.139375,53.4375,61
2.14,64.6875,12
2.140234375,68.90625,14
2.149140625,230.625,80
2.15,244.6875,11
2.150703125,258.75,11
2.159453125,54.84375,79
2.15984375,61.875,11
2.16046875,74.53125,16
2.160625,75.9375,10
2.16875,222.1875,40
2.169296875,232.03125,14
2.171015625,264.375,17
2.17953125,57.65625,67
2.18109375,84.375,12
2.188671875,220.78125,45
2.18953125,237.65625,23
2.189921875,244.6875,14
2.200234375,68.90625,12
2.200625,77.34375,13
2.208984375,226.40625,33
2.209765625,240.46875,17
2.21015625,247.5,21
2.2115625,272.8125,11
2.21953125,56.25,56
2.22140625,90,19
2.22890625,225,44
2.229375,233.4375,17
2.23921875,50.625,21
2.240234375,68.90625,28
2.24921875,230.625,45
2.25984375,61.875,74
2.2609375,80.15625,16
2.268671875,220.78125,59
2.27,243.28125,37
2.279140625,47.8125,18
2.27984375,60.46875,14
2.28015625,67.5,34
2.288828125,223.59375,16
2.2890625,226.40625,28
2.291015625,261.5625,11
2.3003125,70.3125,151
2.308515625,217.96875,84
2.310234375,248.90625,22
2.31953125,56.25,55
2.320546875,73.125,19
2.328359375,213.75,15
2.32984375,241.875,15
2.340390625,71.71875,156
2.3484375,215.15625,75
2.35046875,253.125,12
2.35078125,258.75,10
2.35984375,61.875,97
2.361171875,84.375,10
2.369375,233.4375,93
2.370625,254.53125,10
2.380078125,64.6875,153
2.38859375,217.96875,10
2.38921875,229.21875,16
2.389765625,239.0625,18
2.401484375,90,260
2.40734375,195.46875,48
2.40890625,223.59375,17
2.409453125,233.4375,16
2.409765625,239.0625,17
2.410234375,247.5,15
2.4196875,57.65625,42
2.420859375,78.75,11
2.429140625,227.8125,24
2.429609375,236.25,11
2.429921875,243.28125,18
2.440390625,70.3125,179
2.44796875,206.71875,35
2.448828125,222.1875,16
2.448984375,225,15
2.449609375,236.25,24
2.46890625,223.59375,11
2.47015625,244.6875,13
2.47046875,251.71875,10
2.48015625,66.09375,123
2.48859375,217.96875,31
2.488671875,219.375,11
2.48953125,233.4375,10
2.4903125,247.5,27
2.500625,73.125,171
2.508203125,209.53125,65
2.50890625,222.1875,12
2.509453125,232.03125,11
2.50984375,239.0625,10
2.510078125,243.28125,22
2.52078125,75.9375,199
2.5271875,192.65625,13
2.528203125,209.53125,12
2.528984375,225,42
2.52953125,233.4375,18
2.5409375,80.15625,238
2.548125,208.125,109
2.549453125,232.03125,10
2.549609375,234.84375,19
2.550078125,243.28125,10
2.559609375,54.84375,28
2.560390625,68.90625,17
2.569375,230.625,70
2.570859375,257.34375,13
2.579296875,49.21875,36
2.5809375,78.75,51
2.5896875,237.65625,155
2.59890625,42.1875,36
2.59984375,59.0625,20
2.60015625,64.6875,25
2.60234375,104.0625,17
2.6090625,225,41
2.609453125,232.03125,38
2.619609375,54.84375,43
2.620234375,67.5,11
2.62046875,70.3125,11
2.62921875,227.8125,45
2.630078125,243.28125,10
2.63984375,59.0625,36
2.6403125,67.5,15
2.6490625,225,33
2.6496875,234.84375,11
2.65,240.46875,12
2.650078125,241.875,14
2.65953125,52.03125,27
2.66015625,64.6875,14
2.6690625,225,27
2.669609375,234.84375,38
2.680234375,66.09375,101
2.688515625,215.15625,37
2.689375,229.21875,12
2.690078125,241.875,13
2.69109375,261.5625,11
2.69953125,53.4375,27
2.700234375,64.6875,24
2.70125,82.96875,24
2.70890625,220.78125,23
2.70921875,227.8125,10
2.70984375,237.65625,33
2.721015625,80.15625,204
2.72796875,203.90625,32
2.72921875,226.40625,18
2.729375,230.625,11
2.729609375,233.4375,16
2.730703125,253.125,17
2.739921875,59.0625,46
2.74140625,85.78125,11
2.749296875,227.8125,56
2.750078125,241.875,11
2.7596875,54.84375,46
2.76078125,74.53125,23
2.76875,217.96875,24
2.769453125,230.625,34
2.7703125,246.09375,18
2.7803125,66.09375,128
2.788046875,205.3125,17
2.789140625,225,14
2.799609375,52.03125,23
2.80046875,68.90625,16
2.809140625,223.59375,11
2.80984375,236.25,53
2.821484375,85.78125,247
2.828125,206.71875,100
2.82953125,230.625,11
2.829765625,236.25,14
