time_s,phase_deg,amp_10bit
0.2015625,60.46875,802
0.20890625,191.25,631
0.261328125,56.25,643
0.269140625,195.46875,623
0.35140625,236.25,628
0.372265625,251.71875,627
0.4325,255.9375,612
0.4384375,2.8125,665
0.50140625,56.25,681
0.521171875,52.03125,707
0.66109375,50.625,760
0.6696875,203.90625,605
0.75125,232.03125,634
0.891328125,232.03125,631
0.90046875,36.5625,686
1.00140625,54.84375,716
1.151796875,240.46875,616
1.159375,15.46875,655
1.251328125,232.03125,646
1.41140625,232.03125,602
1.562109375,63.28125,642
1.7421875,64.6875,709
1.801484375,50.625,676
1.972421875,247.5,594
1.9809375,40.78125,681
2.021640625,53.4375,795
2.04171875,54.84375,748
2.051796875,234.84375,597
2.121875,56.25,666
2.151953125,237.65625,649
2.21171875,233.4375,646
2.220859375,37.96875,723
2.4115625,229.21875,590
2.431484375,227.8125,657
2.67171875,232.03125,634
2.7528125,250.3125,644
2.773046875,254.53125,630
2.792265625,241.875,622
2.852421875,243.28125,663
2.872578125,246.09375,634
2.912109375,237.65625,644
2.918984375,1.40625,668
2.992734375,247.5,609
3.17234375,240.46875,607
3.18078125,32.34375,665
3.373359375,257.34375,638
3.379609375,9.84375,692
3.402421875,60.46875,697
3.409609375,188.4375,630
3.5128125,246.09375,634
3.519921875,15.46875,664
3.593046875,251.71875,618
3.61265625,243.28125,643
3.681953125,49.21875,654
3.8421875,53.4375,671
3.850234375,199.6875,621
3.86125,37.96875,680
3.97296875,246.09375,615
3.97953125,5.625,693
4.031875,226.40625,646
4.152109375,230.625,646
4.159921875,11.25,696
4.352265625,232.03125,607
4.432109375,229.21875,629
4.65359375,253.125,620
4.71328125,247.5,642
4.94265625,56.25,644
5.09234375,229.21875,607
5.37265625,232.03125,603
5.38109375,25.3125,656
5.402734375,53.4375,732
5.43390625,255.9375,665
5.443359375,64.6875,709
5.492734375,234.84375,622
5.673671875,248.90625,619
5.753203125,240.46875,614
5.8528125,232.03125,624
5.86265625,49.21875,662
5.943203125,59.0625,670
6.072890625,232.03125,612
6.0809375,18.28125,706
6.092890625,232.03125,653
6.29296875,232.03125,637
6.30140625,23.90625,644
6.313046875,233.4375,613
6.373984375,248.90625,613
6.38265625,45,644
6.45296875,232.03125,605
6.48328125,56.25,643
6.673984375,248.90625,631
6.7434375,57.65625,742
6.835,264.375,621
6.913125,230.625,633
6.921953125,29.53125,669
6.93234375,216.5625,637
6.983515625,57.65625,771
6.991796875,205.3125,609
7.00265625,42.1875,671
7.13359375,237.65625,603
7.141171875,14.0625,688
7.163359375,53.4375,697
7.223671875,57.65625,714
7.23140625,196.875,630
7.33359375,236.25,627
7.38375,57.65625,643
7.391875,205.3125,593
7.514453125,250.3125,607
7.61359375,233.4375,627
7.71328125,227.8125,636
7.91390625,237.65625,593
7.921640625,16.875,644
7.934296875,244.6875,633
7.94328125,45,659
7.95375,234.84375,616
7.963046875,40.78125,747
8.095078125,257.34375,635
8.134375,244.6875,624
8.14125,7.03125,692
8.255625,265.78125,620
8.262578125,30.9375,641
8.27421875,240.46875,622
8.3840625,57.65625,726
8.45484375,251.71875,608
8.784765625,67.5,760
8.804609375,64.6875,688
8.8115625,189.84375,632
8.86421875,56.25,740
8.87421875,237.65625,602
8.975078125,251.71875,644
8.981015625,357.1875,661
9.03390625,229.21875,623
9.0434375,42.1875,721
9.1740625,232.03125,616
9.20421875,54.84375,737
9.25421875,234.84375,616
9.334453125,237.65625,641
9.404765625,63.28125,654
9.544296875,53.4375,677
9.834375,233.4375,609
9.8553125,250.3125,641
10.0759375,260.15625,628
10.23421875,227.8125,626
10.43421875,227.8125,628
10.6646875,54.84375,664
10.824765625,54.84375,755
10.83234375,192.65625,597
10.844609375,52.03125,721
10.854765625,236.25,622
10.862421875,12.65625,776
10.88453125,50.625,719
10.91515625,241.875,587
10.994609375,232.03125,627
11.015546875,247.5,636
11.022890625,19.6875,658
11.12484375,56.25,746
11.134375,226.40625,620
11.14296875,21.09375,719
11.2353125,243.28125,625
11.285078125,59.0625,688
11.29453125,227.8125,590
11.3025,11.25,696
11.324609375,50.625,742
11.354765625,232.03125,608
11.455859375,251.71875,649
11.56484375,52.03125,652
11.57359375,209.53125,648
11.854921875,233.4375,637
11.874453125,225,640
11.882890625,16.875,718
11.895234375,239.0625,629
11.955078125,234.84375,654
12.314453125,223.59375,626
